held,received,held_val,received_val,setting,endorse
a1,a8,pro,pro,unknown,1
a1,a8,pro,pro,unknown,1
a1,a8,pro,pro,unknown,1
a1,a8,pro,pro,unknown,1
a1,a8,pro,pro,unknown,1
a1,a8,pro,pro,unknown,1
a1,a8,pro,pro,unknown,1
a1,a8,pro,pro,unknown,1
a1,a9,pro,con,human,0
a1,a8,pro,pro,unknown,1
a1,a9,pro,con,human,0
a1,a9,pro,con,human,0
a1,a9,pro,con,human,0
a1,a9,pro,con,human,0
a1,a9,pro,con,human,0
a1,a9,pro,con,human,0
a1,a8,pro,pro,llm,1
a1,a9,pro,con,human,0
a1,a9,pro,con,human,0
a1,a9,pro,con,llm,0
a1,a9,pro,con,llm,0
a1,a8,pro,pro,llm,1
a1,a9,pro,con,human,0
a1,a9,pro,con,llm,0
a1,a9,pro,con,llm,0
a1,a9,pro,con,human,0
a1,a9,pro,con,llm,0
a1,a9,pro,con,human,0
a1,a9,pro,con,llm,0
a1,a9,pro,con,llm,0
a1,a9,pro,con,llm,0
a1,a9,pro,con,llm,0
a1,a9,pro,con,llm,0
a1,a9,pro,con,llm,0
a1,a9,pro,con,unknown,0
a1,a9,pro,con,unknown,0
a1,a9,pro,con,unknown,0
a1,a9,pro,con,llm,0
a1,a9,pro,con,unknown,0
a1,a9,pro,con,unknown,0
a1,a9,pro,con,unknown,0
a1,a9,pro,con,unknown,0
a1,a9,pro,con,unknown,0
a1,a9,pro,con,unknown,0
a1,a9,pro,con,unknown,0
a1,a9,pro,con,unknown,0
a1,a10,pro,con,human,0
a1,a9,pro,con,unknown,0
a1,a10,pro,con,human,0
a1,a10,pro,con,human,0
a1,a10,pro,con,human,0
a1,a10,pro,con,human,0
a1,a10,pro,con,human,0
a1,a10,pro,con,human,0
a1,a10,pro,con,llm,0
a1,a10,pro,con,llm,0
a1,a10,pro,con,human,0
a1,a10,pro,con,human,0
a1,a10,pro,con,human,0
a1,a10,pro,con,human,0
a1,a10,pro,con,llm,0
a1,a10,pro,con,llm,0
a1,a10,pro,con,llm,0
a1,a10,pro,con,llm,0
a1,a10,pro,con,human,0
a1,a10,pro,con,llm,0
a1,a10,pro,con,llm,0
a1,a10,pro,con,unknown,0
a1,a10,pro,con,llm,0
a1,a10,pro,con,unknown,0
a1,a10,pro,con,unknown,0
a1,a10,pro,con,unknown,0
a1,a10,pro,con,llm,0
a1,a10,pro,con,unknown,0
a1,a10,pro,con,llm,0
a1,a10,pro,con,unknown,0
a1,a10,pro,con,llm,0
a1,a10,pro,con,unknown,0
a1,a10,pro,con,unknown,0
a1,a10,pro,con,unknown,0
a1,a10,pro,con,unknown,0
a1,a10,pro,con,unknown,0
a1,a11,pro,con,human,0
a1,a11,pro,con,human,0
a1,a11,pro,con,human,0
a1,a11,pro,con,human,0
a1,a11,pro,con,human,0
a1,a11,pro,con,human,0
a1,a11,pro,con,human,0
a1,a11,pro,con,human,0
a1,a11,pro,con,human,0
a1,a11,pro,con,human,0
a1,a11,pro,con,human,0
a1,a11,pro,con,llm,0
a1,a11,pro,con,llm,0
a1,a11,pro,con,llm,0
a1,a11,pro,con,llm,0
a1,a10,pro,con,unknown,0
a1,a11,pro,con,llm,0
a1,a11,pro,con,llm,0
a1,a11,pro,con,llm,0
a1,a11,pro,con,llm,0
a1,a11,pro,con,llm,0
a1,a11,pro,con,llm,0
a1,a11,pro,con,llm,0
a1,a11,pro,con,llm,0
a1,a11,pro,con,human,0
a1,a11,pro,con,unknown,0
a1,a11,pro,con,unknown,0
a1,a11,pro,con,unknown,0
a1,a11,pro,con,unknown,0
a1,a11,pro,con,unknown,0
a1,a11,pro,con,unknown,0
a1,a11,pro,con,unknown,0
a1,a11,pro,con,unknown,0
a1,a11,pro,con,unknown,0
a1,a11,pro,con,unknown,0
a1,a12,pro,con,human,0
a1,a12,pro,con,human,0
a1,a11,pro,con,unknown,0
a1,a12,pro,con,human,0
a1,a12,pro,con,human,0
a1,a12,pro,con,human,0
a1,a11,pro,con,unknown,0
a1,a12,pro,con,human,0
a1,a12,pro,con,human,0
a1,a12,pro,con,human,0
a1,a12,pro,con,human,0
a1,a12,pro,con,llm,0
a1,a12,pro,con,human,0
a1,a12,pro,con,llm,0
a1,a12,pro,con,llm,0
a1,a12,pro,con,human,0
a1,a12,pro,con,llm,0
a1,a12,pro,con,llm,0
a1,a12,pro,con,llm,0
a1,a12,pro,con,llm,0
a1,a12,pro,con,llm,0
a1,a12,pro,con,llm,0
a1,a12,pro,con,llm,0
a1,a12,pro,con,llm,0
a1,a12,pro,con,unknown,0
a1,a12,pro,con,unknown,0
a1,a12,pro,con,unknown,0
a1,a12,pro,con,llm,0
a1,a12,pro,con,unknown,0
a1,a12,pro,con,unknown,0
a1,a12,pro,con,human,0
a1,a12,pro,con,unknown,0
a1,a12,pro,con,unknown,0
a1,a12,pro,con,unknown,0
a1,a12,pro,con,unknown,0
a1,a12,pro,con,unknown,0
a1,a12,pro,con,unknown,0
a1,a12,pro,con,unknown,0
a1,a13,pro,con,human,0
a1,a13,pro,con,human,0
a1,a13,pro,con,human,0
a1,a13,pro,con,human,0
a1,a13,pro,con,human,0
a1,a13,pro,con,human,0
a1,a13,pro,con,human,0
a1,a13,pro,con,human,0
a1,a13,pro,con,human,0
a1,a13,pro,con,human,0
a1,a13,pro,con,llm,0
a1,a13,pro,con,llm,0
a1,a13,pro,con,llm,0
a1,a13,pro,con,llm,0
a1,a13,pro,con,llm,0
a1,a13,pro,con,llm,0
a1,a13,pro,con,llm,0
a1,a13,pro,con,llm,0
a1,a13,pro,con,llm,0
a1,a13,pro,con,human,0
a1,a13,pro,con,llm,0
a1,a13,pro,con,llm,0
a1,a13,pro,con,llm,0
a1,a13,pro,con,unknown,0
a1,a13,pro,con,human,0
a1,a13,pro,con,unknown,0
a1,a13,pro,con,unknown,0
a1,a13,pro,con,unknown,0
a1,a13,pro,con,unknown,0
a1,a13,pro,con,unknown,0
a1,a13,pro,con,unknown,0
a1,a13,pro,con,unknown,0
a1,a13,pro,con,unknown,0
a1,a13,pro,con,unknown,0
a1,a14,pro,con,human,0
a1,a13,pro,con,unknown,0
a1,a14,pro,con,human,0
a1,a14,pro,con,human,0
a1,a14,pro,con,human,0
a1,a14,pro,con,human,0
a1,a14,pro,con,human,0
a1,a14,pro,con,human,0
a1,a14,pro,con,human,0
a1,a13,pro,con,unknown,0
a1,a14,pro,con,human,0
a1,a14,pro,con,llm,0
a1,a14,pro,con,llm,0
a1,a14,pro,con,llm,0
a1,a14,pro,con,llm,0
a1,a14,pro,con,llm,0
a1,a14,pro,con,llm,0
a1,a14,pro,con,human,0
a1,a14,pro,con,llm,0
a1,a14,pro,con,human,0
a1,a14,pro,con,llm,0
a1,a14,pro,con,llm,0
a1,a14,pro,con,llm,0
a1,a14,pro,con,llm,0
a1,a14,pro,con,human,0
a1,a14,pro,con,unknown,0
a1,a14,pro,con,unknown,0
a1,a14,pro,con,llm,0
a1,a14,pro,con,unknown,0
a1,a14,pro,con,unknown,0
a1,a14,pro,con,unknown,0
a1,a14,pro,con,unknown,0
a1,a14,pro,con,unknown,0
a1,a14,pro,con,unknown,0
a1,a15,pro,con,human,0
a1,a14,pro,con,unknown,0
a1,a14,pro,con,unknown,0
a1,a15,pro,con,human,0
a1,a14,pro,con,unknown,0
a1,a15,pro,con,human,0
a1,a15,pro,con,human,0
a1,a15,pro,con,human,0
a1,a15,pro,con,human,0
a1,a15,pro,con,human,0
a1,a15,pro,con,human,0
a1,a15,pro,con,human,0
a1,a15,pro,con,human,0
a1,a14,pro,con,unknown,0
a1,a15,pro,con,human,0
a1,a15,pro,con,llm,0
a1,a15,pro,con,llm,0
a1,a15,pro,con,llm,0
a1,a15,pro,con,llm,0
a1,a15,pro,con,llm,0
a1,a15,pro,con,llm,0
a1,a15,pro,con,llm,0
a1,a15,pro,con,llm,0
a1,a15,pro,con,llm,0
a1,a15,pro,con,llm,0
a1,a15,pro,con,llm,0
a1,a15,pro,con,llm,0
a1,a15,pro,con,human,0
a1,a15,pro,con,unknown,0
a1,a15,pro,con,unknown,0
a1,a15,pro,con,unknown,0
a1,a15,pro,con,unknown,0
a1,a15,pro,con,unknown,0
a1,a15,pro,con,unknown,0
a1,a15,pro,con,unknown,0
a1,a15,pro,con,unknown,0
a1,a15,pro,con,unknown,0
a1,a15,pro,con,unknown,0
a1,a15,pro,con,unknown,0
a1,a15,pro,con,unknown,0
a1,a16,pro,con,human,0
a1,a16,pro,con,human,0
a1,a16,pro,con,human,0
a1,a16,pro,con,human,0
a1,a16,pro,con,human,0
a1,a16,pro,con,human,0
a1,a16,pro,con,human,0
a1,a16,pro,con,human,0
a1,a16,pro,con,human,0
a1,a16,pro,con,llm,0
a1,a16,pro,con,llm,0
a1,a16,pro,con,human,0
a1,a16,pro,con,human,0
a1,a16,pro,con,human,0
a1,a16,pro,con,llm,0
a1,a16,pro,con,llm,0
a1,a16,pro,con,llm,0
a1,a16,pro,con,llm,0
a1,a16,pro,con,llm,0
a1,a16,pro,con,llm,0
a1,a16,pro,con,llm,0
a1,a16,pro,con,llm,0
a1,a16,pro,con,llm,0
a1,a16,pro,con,llm,0
a1,a16,pro,con,unknown,0
a1,a16,pro,con,unknown,0
a1,a16,pro,con,unknown,0
a1,a16,pro,con,unknown,0
a1,a16,pro,con,unknown,0
a1,a16,pro,con,unknown,0
a1,a16,pro,con,unknown,0
a1,a16,pro,con,unknown,0
a1,a16,pro,con,unknown,0
a1,a16,pro,con,unknown,0
a2,a1,pro,pro,human,1
a1,a16,pro,con,unknown,0
a2,a1,pro,pro,human,1
a2,a1,pro,pro,human,1
a1,a16,pro,con,unknown,0
a2,a1,pro,pro,human,1
a2,a1,pro,pro,human,1
a2,a1,pro,pro,human,1
a2,a1,pro,pro,human,1
a2,a1,pro,pro,human,1
a2,a1,pro,pro,human,1
a2,a1,pro,pro,human,1
a2,a1,pro,pro,human,1
a2,a1,pro,pro,llm,1
a2,a1,pro,pro,human,1
a2,a1,pro,pro,llm,1
a2,a1,pro,pro,llm,1
a2,a1,pro,pro,llm,1
a2,a1,pro,pro,llm,1
a2,a1,pro,pro,llm,1
a2,a1,pro,pro,llm,1
a2,a1,pro,pro,llm,1
a2,a1,pro,pro,llm,1
a2,a1,pro,pro,unknown,1
a2,a1,pro,pro,llm,1
a2,a1,pro,pro,unknown,1
a2,a1,pro,pro,llm,1
a2,a1,pro,pro,llm,1
a2,a1,pro,pro,unknown,1
a2,a1,pro,pro,unknown,1
a2,a1,pro,pro,unknown,1
a2,a1,pro,pro,unknown,1
a2,a1,pro,pro,unknown,1
a2,a1,pro,pro,unknown,1
a2,a1,pro,pro,unknown,1
a2,a1,pro,pro,unknown,1
a2,a1,pro,pro,unknown,1
a2,a2,pro,pro,human,1
a2,a2,pro,pro,human,1
a2,a2,pro,pro,human,1
a2,a2,pro,pro,human,1
a2,a2,pro,pro,human,1
a2,a2,pro,pro,human,1
a2,a2,pro,pro,human,1
a2,a2,pro,pro,human,1
a2,a2,pro,pro,human,1
a2,a2,pro,pro,human,1
a2,a2,pro,pro,human,1
a2,a2,pro,pro,llm,1
a2,a2,pro,pro,llm,1
a2,a2,pro,pro,llm,1
a2,a2,pro,pro,human,1
a2,a2,pro,pro,llm,1
a2,a2,pro,pro,llm,1
a2,a2,pro,pro,llm,1
a2,a2,pro,pro,llm,1
a2,a2,pro,pro,llm,1
a2,a2,pro,pro,llm,1
a2,a2,pro,pro,llm,1
a2,a2,pro,pro,llm,1
a2,a2,pro,pro,unknown,1
a2,a2,pro,pro,unknown,1
a2,a2,pro,pro,unknown,1
a2,a1,pro,pro,unknown,1
a2,a2,pro,pro,unknown,1
a2,a2,pro,pro,unknown,1
a2,a2,pro,pro,unknown,1
a2,a3,pro,pro,human,1
a2,a2,pro,pro,unknown,1
a2,a2,pro,pro,unknown,1
a2,a2,pro,pro,unknown,1
a2,a2,pro,pro,unknown,1
a2,a3,pro,pro,human,1
a2,a2,pro,pro,unknown,1
a2,a3,pro,pro,human,1
a2,a3,pro,pro,human,1
a2,a3,pro,pro,human,1
a2,a3,pro,pro,human,1
a2,a3,pro,pro,human,1
a2,a3,pro,pro,human,1
a2,a2,pro,pro,llm,1
a2,a3,pro,pro,human,1
a2,a3,pro,pro,human,1
a2,a3,pro,pro,human,1
a2,a3,pro,pro,human,1
a2,a2,pro,pro,unknown,1
a2,a3,pro,pro,llm,1
a2,a3,pro,pro,llm,1
a2,a3,pro,pro,llm,1
a2,a3,pro,pro,llm,1
a2,a3,pro,pro,llm,1
a2,a3,pro,pro,llm,1
a2,a3,pro,pro,llm,1
a2,a3,pro,pro,llm,1
a2,a3,pro,pro,llm,1
a2,a3,pro,pro,llm,1
a2,a3,pro,pro,unknown,1
a2,a3,pro,pro,unknown,1
a2,a3,pro,pro,unknown,1
a2,a3,pro,pro,unknown,1
a2,a3,pro,pro,unknown,1
a2,a3,pro,pro,unknown,1
a2,a3,pro,pro,unknown,1
a2,a3,pro,pro,unknown,1
a2,a3,pro,pro,unknown,1
a2,a3,pro,pro,llm,1
a2,a3,pro,pro,unknown,1
a2,a3,pro,pro,unknown,1
a2,a4,pro,pro,human,1
a2,a4,pro,pro,human,1
a2,a3,pro,pro,llm,1
a2,a3,pro,pro,unknown,1
a2,a4,pro,pro,human,1
a2,a4,pro,pro,human,1
a2,a4,pro,pro,human,1
a2,a4,pro,pro,human,1
a2,a4,pro,pro,human,1
a2,a4,pro,pro,human,1
a2,a4,pro,pro,human,1
a2,a4,pro,pro,human,1
a2,a4,pro,pro,human,1
a2,a4,pro,pro,llm,1
a2,a4,pro,pro,llm,1
a2,a4,pro,pro,llm,1
a2,a4,pro,pro,llm,1
a2,a4,pro,pro,llm,1
a2,a4,pro,pro,llm,1
a2,a4,pro,pro,llm,1
a2,a4,pro,pro,llm,1
a2,a4,pro,pro,llm,1
a2,a4,pro,pro,llm,1
a2,a4,pro,pro,unknown,1
a2,a4,pro,pro,unknown,1
a2,a4,pro,pro,unknown,1
a2,a4,pro,pro,unknown,1
a2,a4,pro,pro,llm,1
a2,a4,pro,pro,human,1
a2,a4,pro,pro,llm,1
a2,a4,pro,pro,unknown,1
a2,a4,pro,pro,unknown,1
a2,a4,pro,pro,unknown,1
a2,a4,pro,pro,unknown,1
a2,a4,pro,pro,unknown,1
a2,a4,pro,pro,unknown,1
a2,a5,pro,pro,human,1
a2,a4,pro,pro,unknown,1
a2,a5,pro,pro,human,1
a2,a5,pro,pro,human,1
a2,a5,pro,pro,human,1
a2,a5,pro,pro,human,1
a2,a5,pro,pro,human,1
a2,a5,pro,pro,human,1
a2,a5,pro,pro,human,1
a2,a5,pro,pro,human,1
a2,a5,pro,pro,human,1
a2,a5,pro,pro,llm,1
a2,a5,pro,pro,human,1
a2,a5,pro,pro,llm,1
a2,a4,pro,pro,unknown,1
a2,a5,pro,pro,human,1
a2,a5,pro,pro,llm,1
a2,a5,pro,pro,llm,1
a2,a5,pro,pro,llm,1
a2,a5,pro,pro,llm,1
a2,a5,pro,pro,llm,1
a2,a5,pro,pro,llm,1
a2,a5,pro,pro,llm,1
a2,a5,pro,pro,llm,1
a2,a5,pro,pro,llm,1
a2,a5,pro,pro,unknown,1
a2,a5,pro,pro,unknown,1
a2,a5,pro,pro,llm,1
a2,a5,pro,pro,unknown,1
a2,a5,pro,pro,unknown,1
a2,a5,pro,pro,unknown,1
a2,a5,pro,pro,unknown,1
a2,a5,pro,pro,unknown,1
a2,a5,pro,pro,unknown,1
a2,a5,pro,pro,unknown,1
a2,a6,pro,pro,human,1
a2,a6,pro,pro,human,1
a2,a6,pro,pro,human,1
a2,a5,pro,pro,unknown,1
a2,a6,pro,pro,human,1
a2,a5,pro,pro,unknown,1
a2,a6,pro,pro,human,1
a2,a5,pro,pro,unknown,1
a2,a6,pro,pro,human,1
a2,a6,pro,pro,human,1
a2,a6,pro,pro,human,1
a2,a6,pro,pro,llm,1
a2,a6,pro,pro,llm,1
a2,a6,pro,pro,llm,1
a2,a6,pro,pro,llm,1
a2,a6,pro,pro,llm,1
a2,a6,pro,pro,human,1
a2,a6,pro,pro,human,1
a2,a6,pro,pro,llm,1
a2,a6,pro,pro,llm,1
a2,a6,pro,pro,llm,1
a2,a6,pro,pro,llm,1
a2,a6,pro,pro,llm,1
a2,a6,pro,pro,human,1
a2,a6,pro,pro,unknown,1
a2,a6,pro,pro,unknown,1
a2,a6,pro,pro,llm,1
a2,a6,pro,pro,human,1
a2,a6,pro,pro,llm,1
a2,a6,pro,pro,unknown,1
a2,a6,pro,pro,unknown,1
a2,a6,pro,pro,unknown,1
a2,a6,pro,pro,unknown,1
a2,a6,pro,pro,unknown,1
a2,a6,pro,pro,unknown,1
a2,a6,pro,pro,unknown,1
a2,a7,pro,pro,human,1
a2,a7,pro,pro,human,1
a2,a7,pro,pro,human,1
a2,a6,pro,pro,unknown,1
a2,a6,pro,pro,unknown,1
a2,a7,pro,pro,human,1
a2,a7,pro,pro,human,1
a2,a7,pro,pro,human,1
a2,a6,pro,pro,unknown,1
a2,a7,pro,pro,human,1
a2,a7,pro,pro,human,1
a2,a7,pro,pro,human,1
a2,a7,pro,pro,llm,1
a2,a7,pro,pro,llm,1
a2,a7,pro,pro,human,1
a2,a7,pro,pro,llm,1
a2,a7,pro,pro,llm,1
a2,a7,pro,pro,llm,1
a2,a7,pro,pro,human,1
a2,a7,pro,pro,llm,1
a2,a7,pro,pro,llm,1
a2,a7,pro,pro,llm,1
a2,a7,pro,pro,human,1
a2,a7,pro,pro,llm,1
a2,a7,pro,pro,llm,1
a2,a7,pro,pro,llm,1
a2,a7,pro,pro,unknown,1
a2,a7,pro,pro,unknown,1
a2,a7,pro,pro,unknown,1
a2,a7,pro,pro,unknown,1
a2,a7,pro,pro,unknown,1
a2,a7,pro,pro,unknown,1
a2,a7,pro,pro,unknown,1
a2,a7,pro,pro,unknown,1
a2,a7,pro,pro,unknown,1
a2,a7,pro,pro,llm,1
a2,a7,pro,pro,unknown,1
a2,a8,pro,pro,human,1
a2,a8,pro,pro,human,1
a2,a8,pro,pro,human,1
a2,a8,pro,pro,human,1
a2,a7,pro,pro,unknown,1
a2,a8,pro,pro,human,1
a2,a7,pro,pro,unknown,1
a2,a8,pro,pro,human,1
a2,a8,pro,pro,human,1
a2,a8,pro,pro,llm,1
a2,a8,pro,pro,human,1
a2,a8,pro,pro,llm,1
