cortege,setting,opp_valence,chosen
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a5
"(a5,a3,a1)",human,con,a5
"(a5,a3,a1)",human,con,a3
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a5
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a5
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a3
"(a5,a3,a1)",human,con,a5
"(a5,a3,a1)",human,con,a1
"(a5,a3,a1)",human,con,a3
"(a5,a3,a1)",human,con,a5
"(a5,a3,a1)",human,con,a3
"(a5,a3,a1)",human,con,a3
"(a5,a3,a1)",human,con,a5
"(a5,a3,a1)",human,con,a3
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",human,con,a3
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",human,con,a3
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a1
"(a5,a3,a1)",llm,pro,a3
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,con,a1
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a1
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,pro,a5
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a1
"(a5,a3,a1)",llm,con,a1
"(a5,a3,a1)",llm,con,a1
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a3
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a3
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a3
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a3
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a3
"(a5,a3,a1)",llm,con,a1
"(a5,a3,a1)",llm,con,a1
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a1
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a1
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a1
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a3
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a3
"(a5,a3,a1)",llm,con,a1
"(a5,a3,a1)",llm,con,a3
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a1
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a3
"(a5,a3,a1)",llm,con,a3
"(a5,a3,a1)",llm,con,a3
"(a5,a3,a1)",llm,con,a3
"(a5,a3,a1)",llm,con,a1
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a5
"(a5,a3,a1)",llm,con,a3
"(a5,a3,a1)",unknown,none,a1
"(a5,a3,a1)",unknown,none,a5
"(a5,a3,a1)",unknown,none,a1
"(a5,a3,a1)",unknown,none,a5
"(a5,a3,a1)",unknown,none,a3
"(a5,a3,a1)",unknown,none,a5
"(a5,a3,a1)",llm,con,a1
"(a5,a3,a1)",unknown,none,a1
"(a5,a3,a1)",unknown,none,a5
"(a5,a3,a1)",unknown,none,a3
"(a5,a3,a1)",unknown,none,a1
"(a5,a3,a1)",unknown,none,a5
"(a5,a3,a1)",unknown,none,a1
"(a5,a3,a1)",unknown,none,a1
"(a5,a3,a1)",unknown,none,a1
"(a5,a3,a1)",unknown,none,a1
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a5,a3,a1)",unknown,none,a5
"(a5,a3,a1)",unknown,none,a1
"(a5,a3,a1)",unknown,none,a1
"(a5,a3,a1)",unknown,none,a1
"(a5,a3,a1)",unknown,none,a1
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a10
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a8
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a8
"(a10,a8,a5)",human,con,a8
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a8
"(a10,a8,a5)",human,con,a8
"(a10,a8,a5)",human,con,a8
"(a10,a8,a5)",human,con,a8
"(a10,a8,a5)",human,con,a8
"(a10,a8,a5)",human,con,a8
"(a10,a8,a5)",human,con,a8
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a10
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a10
"(a10,a8,a5)",human,pro,a5
"(a10,a8,a5)",human,con,a10
"(a10,a8,a5)",human,con,a10
"(a10,a8,a5)",human,con,a10
"(a10,a8,a5)",human,con,a10
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",human,con,a10
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a10
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",human,con,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a10
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a10
"(a10,a8,a5)",llm,con,a8
"(a10,a8,a5)",llm,con,a8
"(a10,a8,a5)",llm,con,a8
"(a10,a8,a5)",llm,con,a8
"(a10,a8,a5)",llm,pro,a5
"(a10,a8,a5)",llm,con,a8
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a8
"(a10,a8,a5)",llm,con,a8
"(a10,a8,a5)",llm,con,a8
"(a10,a8,a5)",llm,con,a8
"(a10,a8,a5)",llm,con,a8
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a10
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a10
"(a10,a8,a5)",llm,con,a10
"(a10,a8,a5)",llm,con,a10
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a10
"(a10,a8,a5)",llm,con,a5
"(a10,a8,a5)",llm,con,a10
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",llm,con,a10
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a10,a8,a5)",unknown,none,a5
"(a10,a8,a5)",unknown,none,a5
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a10
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a10
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a10
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a10,a8,a5)",unknown,none,a5
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,pro,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a8
"(a6,a8,a10)",human,con,a8
"(a6,a8,a10)",human,con,a8
"(a6,a8,a10)",human,con,a8
"(a6,a8,a10)",human,con,a8
"(a6,a8,a10)",human,con,a8
"(a6,a8,a10)",human,con,a8
"(a6,a8,a10)",human,con,a8
"(a6,a8,a10)",human,con,a8
"(a6,a8,a10)",human,con,a8
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a8
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a10
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a8
"(a6,a8,a10)",human,con,a10
"(a6,a8,a10)",human,con,a10
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a10
"(a6,a8,a10)",human,con,a10
"(a6,a8,a10)",human,con,a10
"(a6,a8,a10)",llm,pro,a10
"(a6,a8,a10)",human,con,a6
"(a6,a8,a10)",human,con,a10
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",human,con,a10
"(a6,a8,a10)",human,con,a10
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",human,con,a10
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a10
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a10
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a10
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a10
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a10
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,pro,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a8
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a8
"(a6,a8,a10)",llm,con,a8
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a8
"(a6,a8,a10)",llm,con,a8
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a8
"(a6,a8,a10)",llm,con,a8
"(a6,a8,a10)",llm,con,a8
"(a6,a8,a10)",llm,con,a8
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a8
"(a6,a8,a10)",llm,con,a8
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a6
"(a6,a8,a10)",llm,con,a8
"(a6,a8,a10)",llm,con,a8
"(a6,a8,a10)",llm,con,a10
"(a6,a8,a10)",llm,con,a10
"(a6,a8,a10)",llm,con,a10
"(a6,a8,a10)",llm,con,a10
"(a6,a8,a10)",llm,con,a10
"(a6,a8,a10)",llm,con,a10
"(a6,a8,a10)",llm,con,a10
"(a6,a8,a10)",llm,con,a10
"(a6,a8,a10)",llm,con,a10
"(a6,a8,a10)",unknown,none,a10
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",llm,con,a10
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a8
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a8
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a6
"(a6,a8,a10)",unknown,none,a6
