cortege,setting,opp_valence,chosen
"(a1,a3,a5)",human,con,a5
"(a1,a3,a5)",human,con,a5
"(a1,a3,a5)",human,con,a5
"(a1,a3,a5)",human,con,a5
"(a1,a3,a5)",human,con,a5
"(a1,a3,a5)",human,con,a5
"(a1,a3,a5)",human,con,a3
"(a1,a3,a5)",human,con,a3
"(a1,a3,a5)",human,con,a3
"(a1,a3,a5)",human,con,a3
"(a1,a3,a5)",human,con,a3
"(a1,a3,a5)",human,con,a5
"(a1,a3,a5)",human,con,a3
"(a1,a3,a5)",human,con,a3
"(a1,a3,a5)",human,con,a3
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",human,con,a3
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",human,con,a3
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,pro,a3
"(a1,a3,a5)",LLM,con,a1
"(a1,a3,a5)",LLM,con,a1
"(a1,a3,a5)",LLM,con,a1
"(a1,a3,a5)",LLM,con,a1
"(a1,a3,a5)",LLM,con,a1
"(a1,a3,a5)",LLM,con,a1
"(a1,a3,a5)",LLM,con,a1
"(a1,a3,a5)",LLM,con,a1
"(a1,a3,a5)",LLM,con,a1
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a1
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a1
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a1
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a1
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,pro,a1
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a3
"(a1,a3,a5)",LLM,con,a3
"(a1,a3,a5)",LLM,con,a3
"(a1,a3,a5)",LLM,con,a5
"(a1,a3,a5)",LLM,con,a3
"(a1,a3,a5)",LLM,con,a3
"(a1,a3,a5)",LLM,con,a3
"(a1,a3,a5)",LLM,con,a3
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",LLM,con,a3
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",LLM,con,a3
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",LLM,con,a3
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a1,a3,a5)",unknown,none,a1
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a1,a3,a5)",unknown,none,a1
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,pro,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,pro,a3
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a3
"(a3,a5,a10)",human,con,a3
"(a3,a5,a10)",human,con,a3
"(a3,a5,a10)",human,con,a3
"(a3,a5,a10)",human,con,a3
"(a3,a5,a10)",human,con,a3
"(a3,a5,a10)",human,con,a5
"(a3,a5,a10)",human,con,a3
"(a3,a5,a10)",human,con,a3
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",human,con,a3
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",human,con,a3
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,pro,a3
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,pro,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a5
"(a3,a5,a10)",LLM,con,a3
"(a3,a5,a10)",LLM,con,a3
"(a3,a5,a10)",LLM,con,a3
"(a3,a5,a10)",LLM,con,a3
"(a3,a5,a10)",LLM,con,a3
"(a3,a5,a10)",LLM,con,a3
"(a3,a5,a10)",LLM,con,a3
"(a3,a5,a10)",LLM,con,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",LLM,con,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",LLM,con,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a3,a5,a10)",unknown,none,a3
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a10
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a10
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a10
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,pro,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,pro,a10
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",human,con,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a10
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a10
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,pro,a10
"(a5,a10,a8)",LLM,pro,a10
"(a5,a10,a8)",LLM,pro,a10
"(a5,a10,a8)",LLM,pro,a10
"(a5,a10,a8)",LLM,pro,a10
"(a5,a10,a8)",LLM,pro,a10
"(a5,a10,a8)",LLM,pro,a10
"(a5,a10,a8)",LLM,pro,a10
"(a5,a10,a8)",LLM,pro,a10
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,pro,a10
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,pro,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a8
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",LLM,con,a5
"(a5,a10,a8)",unknown,none,a5
"(a5,a10,a8)",unknown,none,a5
"(a10,a8,a6)",human,pro,a6
"(a10,a8,a6)",human,pro,a6
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a6
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a6
"(a10,a8,a6)",human,pro,a6
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
"(a10,a8,a6)",human,pro,a10
