,1,2,3,4,5,6,7,8,9,10,opinion
121,1,0,0,1,1,1,1,0,0,0,4
122,0,1,0,1,1,1,1,0,0,0,6
123,1,1,0,1,1,1,1,0,0,0,5
124,0,0,1,1,1,1,1,0,0,0,5
125,1,0,1,1,1,1,1,0,0,0,5
126,0,1,1,1,1,1,1,0,0,0,5
127,1,1,1,1,1,1,1,0,0,0,5
128,0,0,0,0,0,0,0,1,0,0,2
129,1,0,0,0,0,0,0,1,0,0,5
130,0,1,0,0,0,0,0,1,0,0,5
131,1,1,0,0,0,0,0,1,0,0,6
132,0,0,1,0,0,0,0,1,0,0,5
133,1,0,1,0,0,0,0,1,0,0,6
134,0,1,1,0,0,0,0,1,0,0,6
135,1,1,1,0,0,0,0,1,0,0,6
136,0,0,0,1,0,0,0,1,0,0,4
137,1,0,0,1,0,0,0,1,0,0,5
138,0,1,0,1,0,0,0,1,0,0,5
139,1,1,0,1,0,0,0,1,0,0,6
140,0,0,1,1,0,0,0,1,0,0,5
141,1,0,1,1,0,0,0,1,0,0,6
142,0,1,1,1,0,0,0,1,0,0,6
143,1,1,1,1,0,0,0,1,0,0,7
144,0,0,0,0,1,0,0,1,0,0,4
145,1,0,0,0,1,0,0,1,0,0,6
146,0,1,0,0,1,0,0,1,0,0,6
147,1,1,0,0,1,0,0,1,0,0,6
148,0,0,1,0,1,0,0,1,0,0,5
149,1,0,1,0,1,0,0,1,0,0,6
150,0,1,1,0,1,0,0,1,0,0,6
151,1,1,1,0,1,0,0,1,0,0,7
152,0,0,0,1,1,0,0,1,0,0,6
153,1,0,0,1,1,0,0,1,0,0,6
154,0,1,0,1,1,0,0,1,0,0,6
155,1,1,0,1,1,0,0,1,0,0,6
156,0,0,1,1,1,0,0,1,0,0,6
157,1,0,1,1,1,0,0,1,0,0,6
158,0,1,1,1,1,0,0,1,0,0,6
159,1,1,1,1,1,0,0,1,0,0,6
160,0,0,0,0,0,1,0,1,0,0,1
161,1,0,0,0,0,1,0,1,0,0,4
162,0,1,0,0,0,1,0,1,0,0,4
163,1,1,0,0,0,1,0,1,0,0,4
164,0,0,1,0,0,1,0,1,0,0,4
165,1,0,1,0,0,1,0,1,0,0,4
166,0,1,1,0,0,1,0,1,0,0,4
167,1,1,1,0,0,1,0,1,0,0,4
168,0,0,0,1,0,1,0,1,0,0,4
169,1,0,0,1,0,1,0,1,0,0,4
170,0,1,0,1,0,1,0,1,0,0,4
171,1,1,0,1,0,1,0,1,0,0,5
172,0,0,1,1,0,1,0,1,0,0,4
173,1,0,1,1,0,1,0,1,0,0,5
174,0,1,1,1,0,1,0,1,0,0,4
175,1,1,1,1,0,1,0,1,0,0,5
176,0,0,0,0,1,1,0,1,0,0,4
177,1,0,0,0,1,1,0,1,0,0,4
178,0,1,0,0,1,1,0,1,0,0,4
179,1,1,0,0,1,1,0,1,0,0,5
180,0,0,1,0,1,1,0,1,0,0,4
181,1,0,1,0,1,1,0,1,0,0,4
182,0,1,1,0,1,1,0,1,0,0,4
183,1,1,1,0,1,1,0,1,0,0,5
184,0,0,0,1,1,1,0,1,0,0,4
185,1,0,0,1,1,1,0,1,0,0,5
186,0,1,0,1,1,1,0,1,0,0,5
187,1,1,0,1,1,1,0,1,0,0,5
188,0,0,1,1,1,1,0,1,0,0,5
189,1,0,1,1,1,1,0,1,0,0,4
190,0,1,1,1,1,1,0,1,0,0,5
191,1,1,1,1,1,1,0,1,0,0,5
192,0,0,0,0,0,0,1,1,0,0,1
193,1,0,0,0,0,0,1,1,0,0,4
194,0,1,0,0,0,0,1,1,0,0,5
195,1,1,0,0,0,0,1,1,0,0,6
196,0,0,1,0,0,0,1,1,0,0,4
197,1,0,1,0,0,0,1,1,0,0,5
198,0,1,1,0,0,0,1,1,0,0,4
199,1,1,1,0,0,0,1,1,0,0,6
200,0,0,0,1,0,0,1,1,0,0,4
201,1,0,0,1,0,0,1,1,0,0,5
202,0,1,0,1,0,0,1,1,0,0,5
203,1,1,0,1,0,0,1,1,0,0,6
204,0,0,1,1,0,0,1,1,0,0,4
205,1,0,1,1,0,0,1,1,0,0,6
206,0,1,1,1,0,0,1,1,0,0,5
207,1,1,1,1,0,0,1,1,0,0,6
208,0,0,0,0,1,0,1,1,0,0,4
209,1,0,0,0,1,0,1,1,0,0,4
210,0,1,0,0,1,0,1,1,0,0,4
211,1,1,0,0,1,0,1,1,0,0,6
212,0,0,1,0,1,0,1,1,0,0,5
213,1,0,1,0,1,0,1,1,0,0,5
214,0,1,1,0,1,0,1,1,0,0,5
215,1,1,1,0,1,0,1,1,0,0,6
216,0,0,0,1,1,0,1,1,0,0,4
217,1,0,0,1,1,0,1,1,0,0,5
218,0,1,0,1,1,0,1,1,0,0,5
219,1,1,0,1,1,0,1,1,0,0,5
220,0,0,1,1,1,0,1,1,0,0,6
221,1,0,1,1,1,0,1,1,0,0,5
222,0,1,1,1,1,0,1,1,0,0,5
223,1,1,1,1,1,0,1,1,0,0,6
224,0,0,0,0,0,1,1,1,0,0,1
225,1,0,0,0,0,1,1,1,0,0,3
226,0,1,0,0,0,1,1,1,0,0,4
227,1,1,0,0,0,1,1,1,0,0,4
228,0,0,1,0,0,1,1,1,0,0,2
229,1,0,1,0,0,1,1,1,0,0,4
230,0,1,1,0,0,1,1,1,0,0,4
231,1,1,1,0,0,1,1,1,0,0,4
232,0,0,0,1,0,1,1,1,0,0,3
233,1,0,0,1,0,1,1,1,0,0,4
234,0,1,0,1,0,1,1,1,0,0,4
235,1,1,0,1,0,1,1,1,0,0,4
236,0,0,1,1,0,1,1,1,0,0,4
237,1,0,1,1,0,1,1,1,0,0,4
238,0,1,1,1,0,1,1,1,0,0,4
239,1,1,1,1,0,1,1,1,0,0,5
240,0,0,0,0,1,1,1,1,0,0,3
241,1,0,0,0,1,1,1,1,0,0,4
242,0,1,0,0,1,1,1,1,0,0,4
243,1,1,0,0,1,1,1,1,0,0,5
244,0,0,1,0,1,1,1,1,0,0,4
245,1,0,1,0,1,1,1,1,0,0,4
246,0,1,1,0,1,1,1,1,0,0,4
247,1,1,1,0,1,1,1,1,0,0,5
248,0,0,0,1,1,1,1,1,0,0,3
249,1,0,0,1,1,1,1,1,0,0,4
250,0,1,0,1,1,1,1,1,0,0,4
251,1,1,0,1,1,1,1,1,0,0,4
252,0,0,1,1,1,1,1,1,0,0,4
253,1,0,1,1,1,1,1,1,0,0,5
254,0,1,1,1,1,1,1,1,0,0,5
255,1,1,1,1,1,1,1,1,0,0,5
256,0,0,0,0,0,0,0,0,1,0,2
257,1,0,0,0,0,0,0,0,1,0,4
258,0,1,0,0,0,0,0,0,1,0,4
259,1,1,0,0,0,0,0,0,1,0,6
260,0,0,1,0,0,0,0,0,1,0,4
261,1,0,1,0,0,0,0,0,1,0,6
262,0,1,1,0,0,0,0,0,1,0,6
263,1,1,1,0,0,0,0,0,1,0,6
264,0,0,0,1,0,0,0,0,1,0,4
265,1,0,0,1,0,0,0,0,1,0,5
266,0,1,0,1,0,0,0,0,1,0,5
267,1,1,0,1,0,0,0,0,1,0,6
268,0,0,1,1,0,0,0,0,1,0,6
269,1,0,1,1,0,0,0,0,1,0,6
270,0,1,1,1,0,0,0,0,1,0,6
271,1,1,1,1,0,0,0,0,1,0,6
272,0,0,0,0,1,0,0,0,1,0,4
273,1,0,0,0,1,0,0,0,1,0,5
274,0,1,0,0,1,0,0,0,1,0,6
275,1,1,0,0,1,0,0,0,1,0,7
276,0,0,1,0,1,0,0,0,1,0,5
277,1,0,1,0,1,0,0,0,1,0,6
278,0,1,1,0,1,0,0,0,1,0,6
279,1,1,1,0,1,0,0,0,1,0,7
280,0,0,0,1,1,0,0,0,1,0,5
281,1,0,0,1,1,0,0,0,1,0,6
282,0,1,0,1,1,0,0,0,1,0,6
283,1,1,0,1,1,0,0,0,1,0,6
284,0,0,1,1,1,0,0,0,1,0,6
285,1,0,1,1,1,0,0,0,1,0,6
286,0,1,1,1,1,0,0,0,1,0,7
287,1,1,1,1,1,0,0,0,1,0,7
288,0,0,0,0,0,1,0,0,1,0,1
289,1,0,0,0,0,1,0,0,1,0,4
290,0,1,0,0,0,1,0,0,1,0,3
291,1,1,0,0,0,1,0,0,1,0,4
292,0,0,1,0,0,1,0,0,1,0,4
293,1,0,1,0,0,1,0,0,1,0,4
294,0,1,1,0,0,1,0,0,1,0,4
295,1,1,1,0,0,1,0,0,1,0,6
296,0,0,0,1,0,1,0,0,1,0,4
297,1,0,0,1,0,1,0,0,1,0,4
298,0,1,0,1,0,1,0,0,1,0,4
299,1,1,0,1,0,1,0,0,1,0,6
300,0,0,1,1,0,1,0,0,1,0,4
301,1,0,1,1,0,1,0,0,1,0,4
302,0,1,1,1,0,1,0,0,1,0,4
303,1,1,1,1,0,1,0,0,1,0,5
304,0,0,0,0,1,1,0,0,1,0,3
305,1,0,0,0,1,1,0,0,1,0,4
306,0,1,0,0,1,1,0,0,1,0,4
307,1,1,0,0,1,1,0,0,1,0,4
308,0,0,1,0,1,1,0,0,1,0,4
309,1,0,1,0,1,1,0,0,1,0,5
310,0,1,1,0,1,1,0,0,1,0,5
311,1,1,1,0,1,1,0,0,1,0,5
312,0,0,0,1,1,1,0,0,1,0,4
313,1,0,0,1,1,1,0,0,1,0,4
314,0,1,0,1,1,1,0,0,1,0,5
315,1,1,0,1,1,1,0,0,1,0,5
316,0,0,1,1,1,1,0,0,1,0,4
317,1,0,1,1,1,1,0,0,1,0,5
318,0,1,1,1,1,1,0,0,1,0,5
319,1,1,1,1,1,1,0,0,1,0,6
320,0,0,0,0,0,0,1,0,1,0,1
321,1,0,0,0,0,0,1,0,1,0,4
322,0,1,0,0,0,0,1,0,1,0,3
323,1,1,0,0,0,0,1,0,1,0,4
324,0,0,1,0,0,0,1,0,1,0,4
325,1,0,1,0,0,0,1,0,1,0,4
326,0,1,1,0,0,0,1,0,1,0,4
327,1,1,1,0,0,0,1,0,1,0,6
328,0,0,0,1,0,0,1,0,1,0,3
329,1,0,0,1,0,0,1,0,1,0,5
330,0,1,0,1,0,0,1,0,1,0,4
331,1,1,0,1,0,0,1,0,1,0,5
332,0,0,1,1,0,0,1,0,1,0,4
333,1,0,1,1,0,0,1,0,1,0,6
334,0,1,1,1,0,0,1,0,1,0,5
335,1,1,1,1,0,0,1,0,1,0,6
336,0,0,0,0,1,0,1,0,1,0,4
337,1,0,0,0,1,0,1,0,1,0,4
338,0,1,0,0,1,0,1,0,1,0,5
339,1,1,0,0,1,0,1,0,1,0,6
340,0,0,1,0,1,0,1,0,1,0,4
341,1,0,1,0,1,0,1,0,1,0,5
342,0,1,1,0,1,0,1,0,1,0,5
343,1,1,1,0,1,0,1,0,1,0,6
344,0,0,0,1,1,0,1,0,1,0,5
345,1,0,0,1,1,0,1,0,1,0,5
346,0,1,0,1,1,0,1,0,1,0,5
347,1,1,0,1,1,0,1,0,1,0,6
348,0,0,1,1,1,0,1,0,1,0,5
349,1,0,1,1,1,0,1,0,1,0,5
350,0,1,1,1,1,0,1,0,1,0,6
351,1,1,1,1,1,0,1,0,1,0,6
352,0,0,0,0,0,1,1,0,1,0,1
353,1,0,0,0,0,1,1,0,1,0,2
354,0,1,0,0,0,1,1,0,1,0,3
355,1,1,0,0,0,1,1,0,1,0,4
356,0,0,1,0,0,1,1,0,1,0,2
357,1,0,1,0,0,1,1,0,1,0,4
358,0,1,1,0,0,1,1,0,1,0,4
359,1,1,1,0,0,1,1,0,1,0,4
360,0,0,0,1,0,1,1,0,1,0,2
361,1,0,0,1,0,1,1,0,1,0,4
362,0,1,0,1,0,1,1,0,1,0,4
363,1,1,0,1,0,1,1,0,1,0,4
364,0,0,1,1,0,1,1,0,1,0,4
365,1,0,1,1,0,1,1,0,1,0,4
366,0,1,1,1,0,1,1,0,1,0,4
367,1,1,1,1,0,1,1,0,1,0,5
368,0,0,0,0,1,1,1,0,1,0,2
369,1,0,0,0,1,1,1,0,1,0,4
370,0,1,0,0,1,1,1,0,1,0,4
371,1,1,0,0,1,1,1,0,1,0,5
372,0,0,1,0,1,1,1,0,1,0,4
373,1,0,1,0,1,1,1,0,1,0,4
374,0,1,1,0,1,1,1,0,1,0,4
375,1,1,1,0,1,1,1,0,1,0,5
376,0,0,0,1,1,1,1,0,1,0,4
377,1,0,0,1,1,1,1,0,1,0,4
378,0,1,0,1,1,1,1,0,1,0,4
379,1,1,0,1,1,1,1,0,1,0,5
380,0,0,1,1,1,1,1,0,1,0,4
381,1,0,1,1,1,1,1,0,1,0,5
382,0,1,1,1,1,1,1,0,1,0,5
383,1,1,1,1,1,1,1,0,1,0,5
384,0,0,0,0,0,0,0,1,1,0,1
385,1,0,0,0,0,0,0,1,1,0,4
386,0,1,0,0,0,0,0,1,1,0,4
387,1,1,0,0,0,0,0,1,1,0,5
388,0,0,1,0,0,0,0,1,1,0,4
389,1,0,1,0,0,0,0,1,1,0,4
390,0,1,1,0,0,0,0,1,1,0,6
391,1,1,1,0,0,0,0,1,1,0,5
392,0,0,0,1,0,0,0,1,1,0,4
393,1,0,0,1,0,0,0,1,1,0,4
394,0,1,0,1,0,0,0,1,1,0,5
395,1,1,0,1,0,0,0,1,1,0,5
396,0,0,1,1,0,0,0,1,1,0,4
397,1,0,1,1,0,0,0,1,1,0,5
398,0,1,1,1,0,0,0,1,1,0,5
399,1,1,1,1,0,0,0,1,1,0,6
400,0,0,0,0,1,0,0,1,1,0,3
401,1,0,0,0,1,0,0,1,1,0,4
402,0,1,0,0,1,0,0,1,1,0,4
403,1,1,0,0,1,0,0,1,1,0,5
404,0,0,1,0,1,0,0,1,1,0,4
405,1,0,1,0,1,0,0,1,1,0,5
406,0,1,1,0,1,0,0,1,1,0,5
407,1,1,1,0,1,0,0,1,1,0,6
408,0,0,0,1,1,0,0,1,1,0,4
409,1,0,0,1,1,0,0,1,1,0,5
410,0,1,0,1,1,0,0,1,1,0,6
411,1,1,0,1,1,0,0,1,1,0,6
412,0,0,1,1,1,0,0,1,1,0,5
413,1,0,1,1,1,0,0,1,1,0,5
414,0,1,1,1,1,0,0,1,1,0,6
415,1,1,1,1,1,0,0,1,1,0,6
416,0,0,0,0,0,1,0,1,1,0,1
417,1,0,0,0,0,1,0,1,1,0,3
418,0,1,0,0,0,1,0,1,1,0,3
419,1,1,0,0,0,1,0,1,1,0,4
420,0,0,1,0,0,1,0,1,1,0,4
421,1,0,1,0,0,1,0,1,1,0,4
422,0,1,1,0,0,1,0,1,1,0,4
423,1,1,1,0,0,1,0,1,1,0,4
424,0,0,0,1,0,1,0,1,1,0,2
425,1,0,0,1,0,1,0,1,1,0,4
426,0,1,0,1,0,1,0,1,1,0,4
427,1,1,0,1,0,1,0,1,1,0,4
428,0,0,1,1,0,1,0,1,1,0,4
429,1,0,1,1,0,1,0,1,1,0,4
430,0,1,1,1,0,1,0,1,1,0,4
431,1,1,1,1,0,1,0,1,1,0,4
432,0,0,0,0,1,1,0,1,1,0,3
433,1,0,0,0,1,1,0,1,1,0,4
434,0,1,0,0,1,1,0,1,1,0,4
435,1,1,0,0,1,1,0,1,1,0,4
436,0,0,1,0,1,1,0,1,1,0,4
437,1,0,1,0,1,1,0,1,1,0,4
438,0,1,1,0,1,1,0,1,1,0,4
439,1,1,1,0,1,1,0,1,1,0,5
440,0,0,0,1,1,1,0,1,1,0,4
441,1,0,0,1,1,1,0,1,1,0,4
442,0,1,0,1,1,1,0,1,1,0,4
443,1,1,0,1,1,1,0,1,1,0,5
444,0,0,1,1,1,1,0,1,1,0,4
445,1,0,1,1,1,1,0,1,1,0,4
446,0,1,1,1,1,1,0,1,1,0,5
447,1,1,1,1,1,1,0,1,1,0,5
448,0,0,0,0,0,0,1,1,1,0,1
449,1,0,0,0,0,0,1,1,1,0,2
450,0,1,0,0,0,0,1,1,1,0,3
451,1,1,0,0,0,0,1,1,1,0,4
452,0,0,1,0,0,0,1,1,1,0,2
453,1,0,1,0,0,0,1,1,1,0,4
454,0,1,1,0,0,0,1,1,1,0,4
455,1,1,1,0,0,0,1,1,1,0,4
456,0,0,0,1,0,0,1,1,1,0,3
457,1,0,0,1,0,0,1,1,1,0,4
458,0,1,0,1,0,0,1,1,1,0,4
459,1,1,0,1,0,0,1,1,1,0,4
460,0,0,1,1,0,0,1,1,1,0,4
461,1,0,1,1,0,0,1,1,1,0,4
462,0,1,1,1,0,0,1,1,1,0,4
463,1,1,1,1,0,0,1,1,1,0,5
464,0,0,0,0,1,0,1,1,1,0,2
465,1,0,0,0,1,0,1,1,1,0,4
466,0,1,0,0,1,0,1,1,1,0,4
467,1,1,0,0,1,0,1,1,1,0,5
468,0,0,1,0,1,0,1,1,1,0,4
469,1,0,1,0,1,0,1,1,1,0,5
470,0,1,1,0,1,0,1,1,1,0,5
471,1,1,1,0,1,0,1,1,1,0,4
472,0,0,0,1,1,0,1,1,1,0,4
473,1,0,0,1,1,0,1,1,1,0,4
474,0,1,0,1,1,0,1,1,1,0,4
475,1,1,0,1,1,0,1,1,1,0,4
476,0,0,1,1,1,0,1,1,1,0,4
477,1,0,1,1,1,0,1,1,1,0,5
478,0,1,1,1,1,0,1,1,1,0,5
479,1,1,1,1,1,0,1,1,1,0,6
480,0,0,0,0,0,1,1,1,1,0,1
481,1,0,0,0,0,1,1,1,1,0,2
482,0,1,0,0,0,1,1,1,1,0,3
483,1,1,0,0,0,1,1,1,1,0,4
484,0,0,1,0,0,1,1,1,1,0,2
485,1,0,1,0,0,1,1,1,1,0,4
486,0,1,1,0,0,1,1,1,1,0,4
487,1,1,1,0,0,1,1,1,1,0,4
488,0,0,0,1,0,1,1,1,1,0,2
489,1,0,0,1,0,1,1,1,1,0,3
490,0,1,0,1,0,1,1,1,1,0,2
491,1,1,0,1,0,1,1,1,1,0,4
492,0,0,1,1,0,1,1,1,1,0,3
493,1,0,1,1,0,1,1,1,1,0,4
494,0,1,1,1,0,1,1,1,1,0,4
495,1,1,1,1,0,1,1,1,1,0,4
496,0,0,0,0,1,1,1,1,1,0,2
497,1,0,0,0,1,1,1,1,1,0,4
498,0,1,0,0,1,1,1,1,1,0,4
499,1,1,0,0,1,1,1,1,1,0,4
500,0,0,1,0,1,1,1,1,1,0,4
501,1,0,1,0,1,1,1,1,1,0,4
502,0,1,1,0,1,1,1,1,1,0,4
503,1,1,1,0,1,1,1,1,1,0,5
504,0,0,0,1,1,1,1,1,1,0,2
505,1,0,0,1,1,1,1,1,1,0,4
506,0,1,0,1,1,1,1,1,1,0,4
507,1,1,0,1,1,1,1,1,1,0,5
508,0,0,1,1,1,1,1,1,1,0,4
509,1,0,1,1,1,1,1,1,1,0,4
510,0,1,1,1,1,1,1,1,1,0,4
511,1,1,1,1,1,1,1,1,1,0,5
512,0,0,0,0,0,0,0,0,0,1,1
513,1,0,0,0,0,0,0,0,0,1,4
514,0,1,0,0,0,0,0,0,0,1,4
515,1,1,0,0,0,0,0,0,0,1,6
516,0,0,1,0,0,0,0,0,0,1,5
517,1,0,1,0,0,0,0,0,0,1,6
518,0,1,1,0,0,0,0,0,0,1,6
519,1,1,1,0,0,0,0,0,0,1,6
520,0,0,0,1,0,0,0,0,0,1,4
521,1,0,0,1,0,0,0,0,0,1,6
522,0,1,0,1,0,0,0,0,0,1,6
523,1,1,0,1,0,0,0,0,0,1,6
524,0,0,1,1,0,0,0,0,0,1,5
525,1,0,1,1,0,0,0,0,0,1,6
526,0,1,1,1,0,0,0,0,0,1,6
527,1,1,1,1,0,0,0,0,0,1,6
528,0,0,0,0,1,0,0,0,0,1,4
529,1,0,0,0,1,0,0,0,0,1,6
530,0,1,0,0,1,0,0,0,0,1,6
531,1,1,0,0,1,0,0,0,0,1,6
532,0,0,1,0,1,0,0,0,0,1,5
533,1,0,1,0,1,0,0,0,0,1,6
534,0,1,1,0,1,0,0,0,0,1,6
535,1,1,1,0,1,0,0,0,0,1,6
536,0,0,0,1,1,0,0,0,0,1,5
537,1,0,0,1,1,0,0,0,0,1,6
538,0,1,0,1,1,0,0,0,0,1,6
539,1,1,0,1,1,0,0,0,0,1,6
540,0,0,1,1,1,0,0,0,0,1,6
541,1,0,1,1,1,0,0,0,0,1,6
542,0,1,1,1,1,0,0,0,0,1,6
543,1,1,1,1,1,0,0,0,0,1,6
544,0,0,0,0,0,1,0,0,0,1,1
545,1,0,0,0,0,1,0,0,0,1,4
546,0,1,0,0,0,1,0,0,0,1,4
547,1,1,0,0,0,1,0,0,0,1,4
548,0,0,1,0,0,1,0,0,0,1,4
549,1,0,1,0,0,1,0,0,0,1,4
550,0,1,1,0,0,1,0,0,0,1,4
551,1,1,1,0,0,1,0,0,0,1,4
552,0,0,0,1,0,1,0,0,0,1,3
553,1,0,0,1,0,1,0,0,0,1,4
554,0,1,0,1,0,1,0,0,0,1,4
555,1,1,0,1,0,1,0,0,0,1,4
556,0,0,1,1,0,1,0,0,0,1,4
557,1,0,1,1,0,1,0,0,0,1,5
558,0,1,1,1,0,1,0,0,0,1,5
559,1,1,1,1,0,1,0,0,0,1,6
560,0,0,0,0,1,1,0,0,0,1,3
561,1,0,0,0,1,1,0,0,0,1,5
562,0,1,0,0,1,1,0,0,0,1,4
563,1,1,0,0,1,1,0,0,0,1,6
564,0,0,1,0,1,1,0,0,0,1,4
565,1,0,1,0,1,1,0,0,0,1,5
566,0,1,1,0,1,1,0,0,0,1,5
567,1,1,1,0,1,1,0,0,0,1,6
568,0,0,0,1,1,1,0,0,0,1,4
569,1,0,0,1,1,1,0,0,0,1,4
570,0,1,0,1,1,1,0,0,0,1,4
571,1,1,0,1,1,1,0,0,0,1,5
572,0,0,1,1,1,1,0,0,0,1,4
573,1,0,1,1,1,1,0,0,0,1,5
574,0,1,1,1,1,1,0,0,0,1,5
575,1,1,1,1,1,1,0,0,0,1,6
576,0,0,0,0,0,0,1,0,0,1,1
577,1,0,0,0,0,0,1,0,0,1,4
578,0,1,0,0,0,0,1,0,0,1,3
579,1,1,0,0,0,0,1,0,0,1,6
580,0,0,1,0,0,0,1,0,0,1,4
