,1,2,3,4,5,6,7,8,9,10,opinion
124,0,0,1,1,1,1,1,0,0,0,-1
125,1,0,1,1,1,1,1,0,0,0,-1
126,0,1,1,1,1,1,1,0,0,0,-1
127,1,1,1,1,1,1,1,0,0,0,-1
128,0,0,0,0,0,0,0,1,0,0,2
129,1,0,0,0,0,0,0,1,0,0,4
130,0,1,0,0,0,0,0,1,0,0,4
131,1,1,0,0,0,0,0,1,0,0,-1
132,0,0,1,0,0,0,0,1,0,0,4
133,1,0,1,0,0,0,0,1,0,0,5
134,0,1,1,0,0,0,0,1,0,0,5
135,1,1,1,0,0,0,0,1,0,0,5
136,0,0,0,1,0,0,0,1,0,0,4
137,1,0,0,1,0,0,0,1,0,0,5
138,0,1,0,1,0,0,0,1,0,0,5
139,1,1,0,1,0,0,0,1,0,0,5
140,0,0,1,1,0,0,0,1,0,0,5
141,1,0,1,1,0,0,0,1,0,0,5
142,0,1,1,1,0,0,0,1,0,0,-1
143,1,1,1,1,0,0,0,1,0,0,5
144,0,0,0,0,1,0,0,1,0,0,4
145,1,0,0,0,1,0,0,1,0,0,5
146,0,1,0,0,1,0,0,1,0,0,5
147,1,1,0,0,1,0,0,1,0,0,5
148,0,0,1,0,1,0,0,1,0,0,5
149,1,0,1,0,1,0,0,1,0,0,5
150,0,1,1,0,1,0,0,1,0,0,-1
151,1,1,1,0,1,0,0,1,0,0,5
152,0,0,0,1,1,0,0,1,0,0,5
153,1,0,0,1,1,0,0,1,0,0,5
154,0,1,0,1,1,0,0,1,0,0,5
155,1,1,0,1,1,0,0,1,0,0,-1
156,0,0,1,1,1,0,0,1,0,0,5
157,1,0,1,1,1,0,0,1,0,0,-1
158,0,1,1,1,1,0,0,1,0,0,6
159,1,1,1,1,1,0,0,1,0,0,6
160,0,0,0,0,0,1,0,1,0,0,2
161,1,0,0,0,0,1,0,1,0,0,-1
162,0,1,0,0,0,1,0,1,0,0,-1
163,1,1,0,0,0,1,0,1,0,0,-1
164,0,0,1,0,0,1,0,1,0,0,-1
165,1,0,1,0,0,1,0,1,0,0,-1
166,0,1,1,0,0,1,0,1,0,0,-1
167,1,1,1,0,0,1,0,1,0,0,-1
168,0,0,0,1,0,1,0,1,0,0,-1
169,1,0,0,1,0,1,0,1,0,0,-1
170,0,1,0,1,0,1,0,1,0,0,-1
171,1,1,0,1,0,1,0,1,0,0,-1
172,0,0,1,1,0,1,0,1,0,0,-1
173,1,0,1,1,0,1,0,1,0,0,-1
174,0,1,1,1,0,1,0,1,0,0,-1
175,1,1,1,1,0,1,0,1,0,0,4
176,0,0,0,0,1,1,0,1,0,0,-1
177,1,0,0,0,1,1,0,1,0,0,-1
178,0,1,0,0,1,1,0,1,0,0,-1
179,1,1,0,0,1,1,0,1,0,0,-1
180,0,0,1,0,1,1,0,1,0,0,-1
181,1,0,1,0,1,1,0,1,0,0,-1
182,0,1,1,0,1,1,0,1,0,0,-1
183,1,1,1,0,1,1,0,1,0,0,-1
184,0,0,0,1,1,1,0,1,0,0,-1
185,1,0,0,1,1,1,0,1,0,0,4
186,0,1,0,1,1,1,0,1,0,0,-1
187,1,1,0,1,1,1,0,1,0,0,-1
188,0,0,1,1,1,1,0,1,0,0,-1
189,1,0,1,1,1,1,0,1,0,0,-1
190,0,1,1,1,1,1,0,1,0,0,-1
191,1,1,1,1,1,1,0,1,0,0,-1
192,0,0,0,0,0,0,1,1,0,0,2
193,1,0,0,0,0,0,1,1,0,0,4
194,0,1,0,0,0,0,1,1,0,0,4
195,1,1,0,0,0,0,1,1,0,0,-1
196,0,0,1,0,0,0,1,1,0,0,4
197,1,0,1,0,0,0,1,1,0,0,-1
198,0,1,1,0,0,0,1,1,0,0,-1
199,1,1,1,0,0,0,1,1,0,0,5
200,0,0,0,1,0,0,1,1,0,0,4
201,1,0,0,1,0,0,1,1,0,0,-1
202,0,1,0,1,0,0,1,1,0,0,-1
203,1,1,0,1,0,0,1,1,0,0,-1
204,0,0,1,1,0,0,1,1,0,0,-1
205,1,0,1,1,0,0,1,1,0,0,-1
206,0,1,1,1,0,0,1,1,0,0,-1
207,1,1,1,1,0,0,1,1,0,0,5
208,0,0,0,0,1,0,1,1,0,0,-1
209,1,0,0,0,1,0,1,1,0,0,-1
210,0,1,0,0,1,0,1,1,0,0,-1
211,1,1,0,0,1,0,1,1,0,0,4
212,0,0,1,0,1,0,1,1,0,0,-1
213,1,0,1,0,1,0,1,1,0,0,-1
214,0,1,1,0,1,0,1,1,0,0,-1
215,1,1,1,0,1,0,1,1,0,0,-1
216,0,0,0,1,1,0,1,1,0,0,-1
217,1,0,0,1,1,0,1,1,0,0,4
218,0,1,0,1,1,0,1,1,0,0,5
219,1,1,0,1,1,0,1,1,0,0,5
220,0,0,1,1,1,0,1,1,0,0,-1
221,1,0,1,1,1,0,1,1,0,0,-1
222,0,1,1,1,1,0,1,1,0,0,5
223,1,1,1,1,1,0,1,1,0,0,5
224,0,0,0,0,0,1,1,1,0,0,2
225,1,0,0,0,0,1,1,1,0,0,-1
226,0,1,0,0,0,1,1,1,0,0,3
227,1,1,0,0,0,1,1,1,0,0,-1
228,0,0,1,0,0,1,1,1,0,0,-1
229,1,0,1,0,0,1,1,1,0,0,-1
230,0,1,1,0,0,1,1,1,0,0,-1
231,1,1,1,0,0,1,1,1,0,0,-1
232,0,0,0,1,0,1,1,1,0,0,-1
233,1,0,0,1,0,1,1,1,0,0,-1
234,0,1,0,1,0,1,1,1,0,0,-1
235,1,1,0,1,0,1,1,1,0,0,-1
236,0,0,1,1,0,1,1,1,0,0,-1
237,1,0,1,1,0,1,1,1,0,0,-1
238,0,1,1,1,0,1,1,1,0,0,-1
239,1,1,1,1,0,1,1,1,0,0,4
240,0,0,0,0,1,1,1,1,0,0,-1
241,1,0,0,0,1,1,1,1,0,0,-1
242,0,1,0,0,1,1,1,1,0,0,-1
243,1,1,0,0,1,1,1,1,0,0,-1
244,0,0,1,0,1,1,1,1,0,0,-1
245,1,0,1,0,1,1,1,1,0,0,-1
246,0,1,1,0,1,1,1,1,0,0,-1
247,1,1,1,0,1,1,1,1,0,0,-1
248,0,0,0,1,1,1,1,1,0,0,-1
249,1,0,0,1,1,1,1,1,0,0,-1
250,0,1,0,1,1,1,1,1,0,0,-1
251,1,1,0,1,1,1,1,1,0,0,-1
252,0,0,1,1,1,1,1,1,0,0,4
253,1,0,1,1,1,1,1,1,0,0,-1
254,0,1,1,1,1,1,1,1,0,0,-1
255,1,1,1,1,1,1,1,1,0,0,-1
256,0,0,0,0,0,0,0,0,1,0,2
257,1,0,0,0,0,0,0,0,1,0,4
258,0,1,0,0,0,0,0,0,1,0,4
259,1,1,0,0,0,0,0,0,1,0,5
260,0,0,1,0,0,0,0,0,1,0,4
261,1,0,1,0,0,0,0,0,1,0,5
262,0,1,1,0,0,0,0,0,1,0,-1
263,1,1,1,0,0,0,0,0,1,0,5
264,0,0,0,1,0,0,0,0,1,0,4
265,1,0,0,1,0,0,0,0,1,0,5
266,0,1,0,1,0,0,0,0,1,0,5
267,1,1,0,1,0,0,0,0,1,0,-1
268,0,0,1,1,0,0,0,0,1,0,5
269,1,0,1,1,0,0,0,0,1,0,5
270,0,1,1,1,0,0,0,0,1,0,-1
271,1,1,1,1,0,0,0,0,1,0,5
272,0,0,0,0,1,0,0,0,1,0,4
273,1,0,0,0,1,0,0,0,1,0,-1
274,0,1,0,0,1,0,0,0,1,0,-1
275,1,1,0,0,1,0,0,0,1,0,5
276,0,0,1,0,1,0,0,0,1,0,5
277,1,0,1,0,1,0,0,0,1,0,-1
278,0,1,1,0,1,0,0,0,1,0,-1
279,1,1,1,0,1,0,0,0,1,0,5
280,0,0,0,1,1,0,0,0,1,0,5
281,1,0,0,1,1,0,0,0,1,0,5
282,0,1,0,1,1,0,0,0,1,0,5
283,1,1,0,1,1,0,0,0,1,0,5
284,0,0,1,1,1,0,0,0,1,0,5
285,1,0,1,1,1,0,0,0,1,0,5
286,0,1,1,1,1,0,0,0,1,0,-1
287,1,1,1,1,1,0,0,0,1,0,5
288,0,0,0,0,0,1,0,0,1,0,2
289,1,0,0,0,0,1,0,0,1,0,-1
290,0,1,0,0,0,1,0,0,1,0,-1
291,1,1,0,0,0,1,0,0,1,0,-1
292,0,0,1,0,0,1,0,0,1,0,-1
293,1,0,1,0,0,1,0,0,1,0,-1
294,0,1,1,0,0,1,0,0,1,0,-1
295,1,1,1,0,0,1,0,0,1,0,-1
296,0,0,0,1,0,1,0,0,1,0,-1
297,1,0,0,1,0,1,0,0,1,0,-1
298,0,1,0,1,0,1,0,0,1,0,-1
299,1,1,0,1,0,1,0,0,1,0,-1
300,0,0,1,1,0,1,0,0,1,0,-1
301,1,0,1,1,0,1,0,0,1,0,-1
302,0,1,1,1,0,1,0,0,1,0,-1
303,1,1,1,1,0,1,0,0,1,0,-1
304,0,0,0,0,1,1,0,0,1,0,-1
305,1,0,0,0,1,1,0,0,1,0,-1
306,0,1,0,0,1,1,0,0,1,0,-1
307,1,1,0,0,1,1,0,0,1,0,-1
308,0,0,1,0,1,1,0,0,1,0,-1
309,1,0,1,0,1,1,0,0,1,0,-1
310,0,1,1,0,1,1,0,0,1,0,-1
311,1,1,1,0,1,1,0,0,1,0,-1
312,0,0,0,1,1,1,0,0,1,0,-1
313,1,0,0,1,1,1,0,0,1,0,-1
314,0,1,0,1,1,1,0,0,1,0,-1
315,1,1,0,1,1,1,0,0,1,0,-1
316,0,0,1,1,1,1,0,0,1,0,-1
317,1,0,1,1,1,1,0,0,1,0,-1
318,0,1,1,1,1,1,0,0,1,0,-1
319,1,1,1,1,1,1,0,0,1,0,-1
320,0,0,0,0,0,0,1,0,1,0,2
321,1,0,0,0,0,0,1,0,1,0,4
322,0,1,0,0,0,0,1,0,1,0,-1
323,1,1,0,0,0,0,1,0,1,0,-1
324,0,0,1,0,0,0,1,0,1,0,3
325,1,0,1,0,0,0,1,0,1,0,-1
326,0,1,1,0,0,0,1,0,1,0,-1
327,1,1,1,0,0,0,1,0,1,0,-1
328,0,0,0,1,0,0,1,0,1,0,4
329,1,0,0,1,0,0,1,0,1,0,-1
330,0,1,0,1,0,0,1,0,1,0,-1
331,1,1,0,1,0,0,1,0,1,0,-1
332,0,0,1,1,0,0,1,0,1,0,-1
333,1,0,1,1,0,0,1,0,1,0,-1
334,0,1,1,1,0,0,1,0,1,0,-1
335,1,1,1,1,0,0,1,0,1,0,5
336,0,0,0,0,1,0,1,0,1,0,3
337,1,0,0,0,1,0,1,0,1,0,-1
338,0,1,0,0,1,0,1,0,1,0,-1
339,1,1,0,0,1,0,1,0,1,0,5
340,0,0,1,0,1,0,1,0,1,0,-1
341,1,0,1,0,1,0,1,0,1,0,-1
342,0,1,1,0,1,0,1,0,1,0,-1
343,1,1,1,0,1,0,1,0,1,0,-1
344,0,0,0,1,1,0,1,0,1,0,-1
345,1,0,0,1,1,0,1,0,1,0,5
346,0,1,0,1,1,0,1,0,1,0,5
347,1,1,0,1,1,0,1,0,1,0,4
348,0,0,1,1,1,0,1,0,1,0,-1
349,1,0,1,1,1,0,1,0,1,0,-1
350,0,1,1,1,1,0,1,0,1,0,-1
351,1,1,1,1,1,0,1,0,1,0,5
352,0,0,0,0,0,1,1,0,1,0,2
353,1,0,0,0,0,1,1,0,1,0,-1
354,0,1,0,0,0,1,1,0,1,0,-1
355,1,1,0,0,0,1,1,0,1,0,-1
356,0,0,1,0,0,1,1,0,1,0,-1
357,1,0,1,0,0,1,1,0,1,0,-1
358,0,1,1,0,0,1,1,0,1,0,-1
359,1,1,1,0,0,1,1,0,1,0,4
360,0,0,0,1,0,1,1,0,1,0,-1
361,1,0,0,1,0,1,1,0,1,0,-1
362,0,1,0,1,0,1,1,0,1,0,-1
363,1,1,0,1,0,1,1,0,1,0,-1
364,0,0,1,1,0,1,1,0,1,0,-1
365,1,0,1,1,0,1,1,0,1,0,-1
366,0,1,1,1,0,1,1,0,1,0,-1
367,1,1,1,1,0,1,1,0,1,0,-1
368,0,0,0,0,1,1,1,0,1,0,-1
369,1,0,0,0,1,1,1,0,1,0,-1
370,0,1,0,0,1,1,1,0,1,0,-1
371,1,1,0,0,1,1,1,0,1,0,-1
372,0,0,1,0,1,1,1,0,1,0,-1
373,1,0,1,0,1,1,1,0,1,0,-1
374,0,1,1,0,1,1,1,0,1,0,-1
375,1,1,1,0,1,1,1,0,1,0,-1
376,0,0,0,1,1,1,1,0,1,0,-1
377,1,0,0,1,1,1,1,0,1,0,-1
378,0,1,0,1,1,1,1,0,1,0,-1
379,1,1,0,1,1,1,1,0,1,0,-1
380,0,0,1,1,1,1,1,0,1,0,4
381,1,0,1,1,1,1,1,0,1,0,-1
382,0,1,1,1,1,1,1,0,1,0,-1
383,1,1,1,1,1,1,1,0,1,0,-1
384,0,0,0,0,0,0,0,1,1,0,2
385,1,0,0,0,0,0,0,1,1,0,4
386,0,1,0,0,0,0,0,1,1,0,4
387,1,1,0,0,0,0,0,1,1,0,-1
388,0,0,1,0,0,0,0,1,1,0,4
389,1,0,1,0,0,0,0,1,1,0,-1
390,0,1,1,0,0,0,0,1,1,0,-1
391,1,1,1,0,0,0,0,1,1,0,-1
392,0,0,0,1,0,0,0,1,1,0,-1
393,1,0,0,1,0,0,0,1,1,0,-1
394,0,1,0,1,0,0,0,1,1,0,-1
395,1,1,0,1,0,0,0,1,1,0,5
396,0,0,1,1,0,0,0,1,1,0,-1
397,1,0,1,1,0,0,0,1,1,0,5
398,0,1,1,1,0,0,0,1,1,0,-1
399,1,1,1,1,0,0,0,1,1,0,5
400,0,0,0,0,1,0,0,1,1,0,3
401,1,0,0,0,1,0,0,1,1,0,-1
402,0,1,0,0,1,0,0,1,1,0,-1
403,1,1,0,0,1,0,0,1,1,0,5
404,0,0,1,0,1,0,0,1,1,0,-1
405,1,0,1,0,1,0,0,1,1,0,-1
406,0,1,1,0,1,0,0,1,1,0,-1
407,1,1,1,0,1,0,0,1,1,0,5
408,0,0,0,1,1,0,0,1,1,0,-1
409,1,0,0,1,1,0,0,1,1,0,5
410,0,1,0,1,1,0,0,1,1,0,5
411,1,1,0,1,1,0,0,1,1,0,-1
412,0,0,1,1,1,0,0,1,1,0,-1
413,1,0,1,1,1,0,0,1,1,0,5
414,0,1,1,1,1,0,0,1,1,0,-1
415,1,1,1,1,1,0,0,1,1,0,-1
416,0,0,0,0,0,1,0,1,1,0,2
417,1,0,0,0,0,1,0,1,1,0,-1
418,0,1,0,0,0,1,0,1,1,0,-1
419,1,1,0,0,0,1,0,1,1,0,-1
420,0,0,1,0,0,1,0,1,1,0,-1
421,1,0,1,0,0,1,0,1,1,0,-1
422,0,1,1,0,0,1,0,1,1,0,-1
423,1,1,1,0,0,1,0,1,1,0,-1
424,0,0,0,1,0,1,0,1,1,0,-1
425,1,0,0,1,0,1,0,1,1,0,-1
426,0,1,0,1,0,1,0,1,1,0,-1
427,1,1,0,1,0,1,0,1,1,0,-1
428,0,0,1,1,0,1,0,1,1,0,-1
429,1,0,1,1,0,1,0,1,1,0,-1
430,0,1,1,1,0,1,0,1,1,0,-1
431,1,1,1,1,0,1,0,1,1,0,4
432,0,0,0,0,1,1,0,1,1,0,-1
433,1,0,0,0,1,1,0,1,1,0,-1
434,0,1,0,0,1,1,0,1,1,0,-1
435,1,1,0,0,1,1,0,1,1,0,-1
436,0,0,1,0,1,1,0,1,1,0,-1
437,1,0,1,0,1,1,0,1,1,0,-1
438,0,1,1,0,1,1,0,1,1,0,-1
439,1,1,1,0,1,1,0,1,1,0,-1
440,0,0,0,1,1,1,0,1,1,0,-1
441,1,0,0,1,1,1,0,1,1,0,-1
442,0,1,0,1,1,1,0,1,1,0,-1
443,1,1,0,1,1,1,0,1,1,0,-1
444,0,0,1,1,1,1,0,1,1,0,4
445,1,0,1,1,1,1,0,1,1,0,-1
446,0,1,1,1,1,1,0,1,1,0,-1
447,1,1,1,1,1,1,0,1,1,0,-1
448,0,0,0,0,0,0,1,1,1,0,2
449,1,0,0,0,0,0,1,1,1,0,-1
450,0,1,0,0,0,0,1,1,1,0,-1
451,1,1,0,0,0,0,1,1,1,0,-1
452,0,0,1,0,0,0,1,1,1,0,-1
453,1,0,1,0,0,0,1,1,1,0,-1
454,0,1,1,0,0,0,1,1,1,0,-1
455,1,1,1,0,0,0,1,1,1,0,4
456,0,0,0,1,0,0,1,1,1,0,-1
457,1,0,0,1,0,0,1,1,1,0,-1
458,0,1,0,1,0,0,1,1,1,0,-1
459,1,1,0,1,0,0,1,1,1,0,-1
460,0,0,1,1,0,0,1,1,1,0,-1
461,1,0,1,1,0,0,1,1,1,0,-1
462,0,1,1,1,0,0,1,1,1,0,-1
463,1,1,1,1,0,0,1,1,1,0,-1
464,0,0,0,0,1,0,1,1,1,0,-1
465,1,0,0,0,1,0,1,1,1,0,-1
466,0,1,0,0,1,0,1,1,1,0,-1
467,1,1,0,0,1,0,1,1,1,0,-1
468,0,0,1,0,1,0,1,1,1,0,-1
469,1,0,1,0,1,0,1,1,1,0,-1
470,0,1,1,0,1,0,1,1,1,0,4
471,1,1,1,0,1,0,1,1,1,0,-1
472,0,0,0,1,1,0,1,1,1,0,-1
473,1,0,0,1,1,0,1,1,1,0,4
474,0,1,0,1,1,0,1,1,1,0,4
475,1,1,0,1,1,0,1,1,1,0,-1
476,0,0,1,1,1,0,1,1,1,0,-1
477,1,0,1,1,1,0,1,1,1,0,-1
478,0,1,1,1,1,0,1,1,1,0,-1
479,1,1,1,1,1,0,1,1,1,0,-1
480,0,0,0,0,0,1,1,1,1,0,2
481,1,0,0,0,0,1,1,1,1,0,-1
482,0,1,0,0,0,1,1,1,1,0,-1
483,1,1,0,0,0,1,1,1,1,0,-1
484,0,0,1,0,0,1,1,1,1,0,-1
485,1,0,1,0,0,1,1,1,1,0,-1
486,0,1,1,0,0,1,1,1,1,0,-1
487,1,1,1,0,0,1,1,1,1,0,-1
488,0,0,0,1,0,1,1,1,1,0,-1
489,1,0,0,1,0,1,1,1,1,0,-1
490,0,1,0,1,0,1,1,1,1,0,-1
491,1,1,0,1,0,1,1,1,1,0,-1
492,0,0,1,1,0,1,1,1,1,0,-1
493,1,0,1,1,0,1,1,1,1,0,-1
494,0,1,1,1,0,1,1,1,1,0,-1
495,1,1,1,1,0,1,1,1,1,0,-1
496,0,0,0,0,1,1,1,1,1,0,-1
497,1,0,0,0,1,1,1,1,1,0,-1
498,0,1,0,0,1,1,1,1,1,0,-1
499,1,1,0,0,1,1,1,1,1,0,-1
500,0,0,1,0,1,1,1,1,1,0,-1
501,1,0,1,0,1,1,1,1,1,0,-1
502,0,1,1,0,1,1,1,1,1,0,-1
503,1,1,1,0,1,1,1,1,1,0,-1
504,0,0,0,1,1,1,1,1,1,0,-1
505,1,0,0,1,1,1,1,1,1,0,-1
506,0,1,0,1,1,1,1,1,1,0,-1
507,1,1,0,1,1,1,1,1,1,0,-1
508,0,0,1,1,1,1,1,1,1,0,-1
509,1,0,1,1,1,1,1,1,1,0,-1
510,0,1,1,1,1,1,1,1,1,0,-1
511,1,1,1,1,1,1,1,1,1,0,-1
512,0,0,0,0,0,0,0,0,0,1,2
513,1,0,0,0,0,0,0,0,0,1,4
514,0,1,0,0,0,0,0,0,0,1,4
515,1,1,0,0,0,0,0,0,0,1,-1
516,0,0,1,0,0,0,0,0,0,1,4
517,1,0,1,0,0,0,0,0,0,1,-1
518,0,1,1,0,0,0,0,0,0,1,-1
519,1,1,1,0,0,0,0,0,0,1,5
520,0,0,0,1,0,0,0,0,0,1,4
521,1,0,0,1,0,0,0,0,0,1,-1
522,0,1,0,1,0,0,0,0,0,1,5
523,1,1,0,1,0,0,0,0,0,1,5
524,0,0,1,1,0,0,0,0,0,1,-1
525,1,0,1,1,0,0,0,0,0,1,5
526,0,1,1,1,0,0,0,0,0,1,-1
527,1,1,1,1,0,0,0,0,0,1,6
528,0,0,0,0,1,0,0,0,0,1,4
529,1,0,0,0,1,0,0,0,0,1,5
530,0,1,0,0,1,0,0,0,0,1,-1
531,1,1,0,0,1,0,0,0,0,1,-1
532,0,0,1,0,1,0,0,0,0,1,5
533,1,0,1,0,1,0,0,0,0,1,5
534,0,1,1,0,1,0,0,0,0,1,6
535,1,1,1,0,1,0,0,0,0,1,6
536,0,0,0,1,1,0,0,0,0,1,-1
537,1,0,0,1,1,0,0,0,0,1,5
538,0,1,0,1,1,0,0,0,0,1,-1
539,1,1,0,1,1,0,0,0,0,1,6
540,0,0,1,1,1,0,0,0,0,1,6
541,1,0,1,1,1,0,0,0,0,1,-1
542,0,1,1,1,1,0,0,0,0,1,-1
543,1,1,1,1,1,0,0,0,0,1,6
544,0,0,0,0,0,1,0,0,0,1,2
545,1,0,0,0,0,1,0,0,0,1,-1
546,0,1,0,0,0,1,0,0,0,1,-1
547,1,1,0,0,0,1,0,0,0,1,-1
548,0,0,1,0,0,1,0,0,0,1,-1
549,1,0,1,0,0,1,0,0,0,1,-1
550,0,1,1,0,0,1,0,0,0,1,-1
551,1,1,1,0,0,1,0,0,0,1,-1
552,0,0,0,1,0,1,0,0,0,1,-1
553,1,0,0,1,0,1,0,0,0,1,-1
554,0,1,0,1,0,1,0,0,0,1,-1
555,1,1,0,1,0,1,0,0,0,1,-1
556,0,0,1,1,0,1,0,0,0,1,-1
557,1,0,1,1,0,1,0,0,0,1,-1
558,0,1,1,1,0,1,0,0,0,1,-1
559,1,1,1,1,0,1,0,0,0,1,4
560,0,0,0,0,1,1,0,0,0,1,-1
561,1,0,0,0,1,1,0,0,0,1,-1
562,0,1,0,0,1,1,0,0,0,1,-1
563,1,1,0,0,1,1,0,0,0,1,-1
564,0,0,1,0,1,1,0,0,0,1,-1
