cortege,setting,opp_valence,chosen
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a7
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",llm,con,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a1,a4,a7)",unknown,none,a1
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a7
"(a1,a4,a7)",unknown,none,a1
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a4
"(a1,a4,a7)",llm,con,a1
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a4
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,pro,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",human,con,a7
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",human,con,a4
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,pro,a7
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,pro,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a13
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a13
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a13
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a4
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",llm,con,a7
"(a4,a7,a13)",unknown,none,a7
"(a4,a7,a13)",unknown,none,a4
"(a4,a7,a13)",unknown,none,a4
"(a4,a7,a13)",unknown,none,a7
"(a4,a7,a13)",unknown,none,a7
"(a4,a7,a13)",unknown,none,a4
"(a4,a7,a13)",unknown,none,a4
"(a4,a7,a13)",unknown,none,a4
"(a4,a7,a13)",unknown,none,a4
"(a4,a7,a13)",unknown,none,a4
"(a4,a7,a13)",unknown,none,a7
"(a4,a7,a13)",unknown,none,a4
"(a4,a7,a13)",unknown,none,a7
"(a4,a7,a13)",unknown,none,a7
"(a4,a7,a13)",unknown,none,a7
"(a4,a7,a13)",unknown,none,a4
"(a4,a7,a13)",unknown,none,a4
"(a4,a7,a13)",unknown,none,a4
"(a4,a7,a13)",unknown,none,a7
"(a7,a13,a11)",human,pro,a7
"(a4,a7,a13)",unknown,none,a4
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
"(a7,a13,a11)",human,pro,a7
